9 4EM20v30s
    20     30 2
 s1             2.072701   0.225792   0.286639   0.355414   0.172308   0.142077   0.285813   0.306019   0.259151   0.094332   0.250421   0.199466   0.202006   0.051212   0.327698   0.213155   0.204129   0.161567   0.112246   0.119830   0.213981
 s2             1.781410   0.258222   0.184916   0.279928   0.261631   0.258610   0.166985   0.242184   0.255015   0.247163   0.140784   0.125676   0.144040   0.225648   0.305464   0.143436   0.104326   0.258399   0.311608   0.203156   0.188659
 s3             1.854667   0.183321   0.237874   0.242631   0.317731   0.281303   0.225910   0.191024   0.163295   0.258324   0.212249   0.064380   0.074621   0.217690   0.375326   0.081869   0.204514   0.311045   0.265189   0.141079   0.106803
 s4             2.036402   0.357493   0.231088   0.370588   0.082428   0.084835   0.204506   0.322698   0.350759   0.074759   0.169144   0.166375   0.192244   0.050288   0.162624   0.190677   0.073299   0.079294   0.283613   0.288114   0.243320
 s5             1.848513   0.244521   0.222755   0.316651   0.232813   0.221427   0.213651   0.276670   0.264305   0.192975   0.181184   0.171982   0.182794   0.164190   0.327395   0.186899   0.142141   0.226295   0.224118   0.161750   0.212365
 s6             2.014471   0.248204   0.303685   0.354766   0.176402   0.140193   0.295331   0.296427   0.256714   0.100023   0.265539   0.159295   0.167237   0.052477   0.313317   0.177810   0.213277   0.166525   0.165132   0.160617   0.189386
 s7             1.892233   0.365706   0.239369   0.334349   0.139669   0.131390   0.201356   0.274808   0.314066   0.136457   0.179514   0.077300   0.111077   0.106507   0.170211   0.108170   0.091090   0.138490   0.389347   0.336688   0.179162
 s8             2.169597   0.042404   0.062359   0.075897   0.398362   0.391142   0.063595   0.065845   0.052676   0.379051   0.055602   0.046779   0.047938   0.369440   0.389084   0.049020   0.107137   0.395730   0.226695   0.017097   0.066458
 s9             2.002386   0.095886   0.094005   0.121189   0.381687   0.373864   0.089134   0.102735   0.097027   0.363745   0.078478   0.054413   0.060779   0.350350   0.378120   0.061298   0.111082   0.379125   0.266009   0.068465   0.088224
 s10            2.077160   0.407287   0.236465   0.340048   0.063617   0.059846   0.189219   0.276476   0.335623   0.076525   0.169646   0.053172   0.094397   0.048513   0.077528   0.088718   0.057238   0.064476   0.418055   0.394070   0.173065
 s11            1.954686   0.327418   0.306955   0.349928   0.147996   0.113432   0.276518   0.277721   0.277721   0.100791   0.257420   0.072539   0.097962   0.053074   0.222575   0.102832   0.178681   0.142542   0.314263   0.287337   0.151174
 s12            1.948417   0.110859   0.147933   0.157735   0.373013   0.351656   0.142927   0.127576   0.107047   0.333987   0.131975   0.056686   0.062205   0.309297   0.395259   0.066257   0.156986   0.368366   0.252429   0.076664   0.087833
 s13            2.123184   0.369257   0.277053   0.375537   0.060556   0.045800   0.244438   0.312200   0.333731   0.037960   0.216805   0.116693   0.145622   0.001448   0.139462   0.146495   0.112686   0.056815   0.299896   0.317535   0.201570
 s14            1.781410   0.258222   0.184916   0.279928   0.261631   0.258610   0.166985   0.242184   0.255015   0.247163   0.140784   0.125676   0.144040   0.225648   0.305464   0.143436   0.104326   0.258399   0.311608   0.203156   0.188659
 s15            1.939136   0.138206   0.072804   0.132018   0.361906   0.367209   0.061361   0.116399   0.134080   0.367143   0.048295   0.059266   0.072145   0.361210   0.338884   0.068472   0.066510   0.361584   0.316783   0.115934   0.110695
 s16            2.449785   0.115929   0.381786   0.278392   0.230341   0.139210   0.382880   0.198268   0.093303   0.082249   0.375802   0.046303   0.040820   0.004228   0.386994   0.064165   0.367379   0.215192   0.067478   0.055245   0.040820
 s17            2.477475  -0.000000  -0.000000  -0.000000   0.403637   0.403637  -0.000000  -0.000000  -0.000000   0.403637  -0.000000  -0.000000   0.002022   0.403637   0.351216  -0.000000   0.066824   0.403637   0.238887  -0.000000   0.022294
 s18            2.332148   0.428789   0.227006   0.334456   0.000000   0.000000   0.173687   0.269525   0.343031   0.025599   0.156542   0.031999   0.078027   0.000000   0.000000   0.070270   0.028052   0.002487   0.428789   0.428789   0.162918
 s19            2.578859   0.093064   0.387768   0.250757   0.242355   0.141736   0.387768   0.166186   0.055395   0.086814   0.387768   0.005788   0.000000   0.004275   0.387768   0.024641   0.387768   0.227135   0.071223   0.047621  -0.000000
 s20            2.842731   0.239207   0.124156   0.351774   0.006282   0.042456   0.133585   0.351774   0.351774   0.000000   0.072588   0.351774   0.351774   0.001528   0.169034   0.351774   0.000000   0.000000   0.000000   0.087282   0.351774
 s21            1.819800   0.305528   0.257300   0.314613   0.212543   0.189676   0.228708   0.254031   0.264079   0.181913   0.209512   0.074635   0.099664   0.144323   0.260625   0.101558   0.149373   0.208650   0.346528   0.268916   0.154708
 s22            1.891819   0.380586   0.201487   0.296857   0.148006   0.148006   0.154161   0.239226   0.304469   0.170727   0.138944   0.028402   0.069997   0.148006   0.128784   0.062370   0.049401   0.150213   0.468181   0.380586   0.152778
 s23            2.577104   0.238873   0.134214   0.352023   0.044416   0.076509   0.142884   0.348897   0.346236   0.033880   0.083519   0.341932   0.342330   0.032654   0.202734   0.342844   0.017034   0.037884   0.024391   0.090035   0.344657
 s24            1.856312   0.258577   0.253507   0.326813   0.221253   0.200156   0.240370   0.277047   0.261656   0.172867   0.211633   0.146736   0.159857   0.136746   0.316575   0.165304   0.165782   0.214343   0.239118   0.184631   0.193284
 s25            1.853936   0.189866   0.193547   0.273652   0.286071   0.274718   0.191177   0.241956   0.220381   0.243129   0.160962   0.167453   0.172714   0.217649   0.373372   0.177513   0.147127   0.279260   0.201447   0.107338   0.194229
 s26            1.882768   0.303808   0.299934   0.310182   0.205814   0.164468   0.266911   0.235216   0.235216   0.157754   0.256293   0.022197   0.048857   0.107983   0.251771   0.053646   0.194300   0.201100   0.357702   0.285134   0.106769
 s27            2.105982   0.300857   0.294958   0.380250   0.105482   0.080935   0.279674   0.322347   0.304439   0.049185   0.246237   0.170729   0.185234   0.007157   0.236124   0.192333   0.167734   0.097442   0.188288   0.214820   0.216496
 s28            2.108558   0.399325   0.252472   0.355535   0.054201   0.046772   0.209514   0.291330   0.338755   0.055566   0.187068   0.074678   0.112270   0.024442   0.090848   0.108730   0.074621   0.053555   0.378438   0.373285   0.183881
 s29            1.930287   0.115009   0.127991   0.174067   0.361253   0.351743   0.127547   0.153197   0.135435   0.329779   0.108545   0.106704   0.109882   0.312141   0.397963   0.112795   0.130863   0.356503   0.224139   0.061154   0.130622
 s30            2.314790   0.112321   0.360851   0.266691   0.259974   0.174738   0.362009   0.191316   0.092572   0.120574   0.354518   0.048359   0.043417   0.047199   0.403952   0.065162   0.352756   0.245638   0.089046   0.053161   0.045587
 4 4.81851e+001 1.00000e+002
 1 3.90000e+001 2.50000e+001 3.62507e+001
 2 1.00000e-001 1.70000e+000 1.37622e-001
 3 4.00000e+000 1.50000e+001 1.09899e+001
 4 3.80000e+000 1.12000e+001 7.98835e+000
 5 1.00000e+000 2.90000e+001 4.81410e+001
 6 2.00000e+000 7.90000e+000 2.93924e+000
 7 5.00000e-001 3.50000e+000 5.07791e-001
 8 1.00000e+000 3.50000e+000 6.97320e-001
 9 3.00000e-001 6.70000e+000 2.69139e+000
10 7.00000e-002 6.30000e-001 1.94551e-002
11 3.00000e-003 6.70000e-002 2.14781e-004
12 1.00000e-003 5.99000e-001 1.62583e-002
13 7.00000e-004 2.99300e-001 6.41418e-003
14 3.00000e-003 7.70000e-002 3.52687e-004
15 2.00000e-004 5.98000e-002 1.57904e-004
16 8.00000e-004 5.99200e-001 1.91763e-002
17 1.72000e-002 4.82800e-001 1.46974e-002
18 1.00000e-002 4.90000e-001 1.33961e-002
19 2.00000e-003 7.98000e-001 4.03486e-002
20 7.00000e-003 7.93000e-001 2.66381e-002
 s1             0.950390  -0.139572  -0.217095   0.173635
 s2             0.983428   0.114081   0.132537   0.047839
 s3             0.957190   0.276877  -0.061639  -0.057687
 s4             0.924550  -0.362377   0.102384   0.058361
 s5             0.990790   0.019916  -0.005572   0.133816
 s6             0.967527  -0.140274  -0.196995   0.073542
 s7             0.953602  -0.218279   0.161848  -0.129620
 s8             0.730245   0.671037   0.117627   0.051148
 s9             0.809544   0.571515   0.131699   0.025767
 s10            0.876034  -0.383725   0.212896  -0.199985
 s11            0.964513  -0.215350  -0.045426  -0.145860
 s12            0.862137   0.505383   0.036153   0.001021
 s13            0.904642  -0.419619   0.032196  -0.067119
 s14            0.983428   0.114081   0.132537   0.047839
 s15            0.824553   0.511880   0.240050   0.021571
 s16            0.838686   0.072784  -0.526967  -0.116696
 s17            0.592560   0.780543   0.199033   0.003311
 s18            0.786780  -0.506435   0.247919  -0.251069
 s19            0.797206   0.130602  -0.558232  -0.189176
 s20            0.718698  -0.439087   0.016480   0.538891
 s21            0.991607  -0.040858   0.054605  -0.109836
 s22            0.915613  -0.163293   0.293030  -0.221631
 s23            0.774267  -0.366856   0.016789   0.515407
 s24            0.996854  -0.021374  -0.043295   0.062858
 s25            0.968105   0.187871  -0.010145   0.165450
 s26            0.970814  -0.054571  -0.023460  -0.232361
 s27            0.936782  -0.318702  -0.125299   0.071890
 s28            0.881864  -0.417471   0.151296  -0.158559
 s29            0.875295   0.467335   0.061233   0.108197
 s30            0.862203   0.146018  -0.474206  -0.102071
 1    0.271278  -0.257865   0.205872  -0.134308
 2    0.250641  -0.113027  -0.299839  -0.186806
 3    0.317092  -0.224231  -0.065492   0.049181
 4    0.229008   0.349053  -0.022517  -0.008667
 5    0.207654   0.334518   0.096697   0.071451
 6    0.232160  -0.088519  -0.341983  -0.123404
 7    0.264269  -0.197683  -0.013876   0.139682
 8    0.258313  -0.241757   0.177243   0.105869
 9    0.187845   0.327105   0.185770   0.010323
10    0.207313  -0.067001  -0.351350  -0.185635
11    0.118480  -0.090435  -0.005077   0.421232
12    0.135744  -0.112047   0.039123   0.379246
13    0.151807   0.333908   0.265463   0.064325
14    0.303873   0.280882  -0.244011   0.144729
15    0.139743  -0.108190   0.001952   0.378191
16    0.159464   0.067641  -0.401857  -0.145270
17    0.223296   0.348117  -0.001774  -0.014102
18    0.282461  -0.010768   0.408136  -0.397959
19    0.211947  -0.228597   0.270718  -0.315237
20    0.177138  -0.137488   0.118835   0.300875
VARIMAX T MATRIX FOR  4
 1  0.632647  0.551854  0.415136  0.350540
 2 -0.540576  0.783141  0.040071 -0.304732
 3  0.369840  0.278109 -0.884617 -0.057675
 4 -0.413224  0.069300 -0.208589  0.883705
VARIMAX T MATRIX FOR  3
 1  0.714389  0.562829  0.415779
 2 -0.633622  0.772444  0.043048
 3  0.296937  0.294200 -0.908446
VARIMAX T MATRIX FOR  2
 1  0.774855  0.632139
 2 -0.632139  0.774855
